text,true_label,predicted_label,confidence,positive_probability,negative_probability,correct
One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .,POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,POSITIVE,NEGATIVE,0.6164,0.3836,0.6164,False
"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",POSITIVE,POSITIVE,0.9989,0.9989,0.0011,True
- I am pleased that Bjorn Wahlroos has accepted the nomination .,POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .",POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,POSITIVE,POSITIVE,0.9747,0.9747,0.0253,True
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,POSITIVE,POSITIVE,0.9989,0.9989,0.0011,True
"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",POSITIVE,POSITIVE,0.999,0.999,0.001,True
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,POSITIVE,NEGATIVE,0.8727,0.1273,0.8727,False
"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .",POSITIVE,POSITIVE,0.9913,0.9913,0.0087,True
"I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen .",POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
"It combines a perfect price performance with sophisticated management facilities , the company said .",POSITIVE,POSITIVE,0.9995,0.9995,0.0005,True
"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization .",POSITIVE,POSITIVE,0.999,0.999,0.001,True
"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .",POSITIVE,POSITIVE,0.9982,0.9982,0.0018,True
Poyry has a good track record of major transportation projects in Latin America .,POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",POSITIVE,POSITIVE,0.9186,0.9186,0.0814,True
"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",POSITIVE,NEGATIVE,0.9786,0.0214,0.9786,False
This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .,POSITIVE,POSITIVE,0.9995,0.9995,0.0005,True
TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .,POSITIVE,POSITIVE,0.8738,0.8738,0.1262,True
"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",POSITIVE,POSITIVE,0.9987,0.9987,0.0013,True
"`` It gives us a sense of pride and exposure , '' said Bruce Hansen , the SVH sales representative for Wolverine .",POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",POSITIVE,POSITIVE,0.9989,0.9989,0.0011,True
"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",POSITIVE,POSITIVE,0.9997,0.9997,0.0003,True
`` We are pleased to welcome Tapeks Noma into Cramo group .,POSITIVE,POSITIVE,0.9997,0.9997,0.0003,True
CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,POSITIVE,POSITIVE,0.9979,0.9979,0.0021,True
"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",POSITIVE,POSITIVE,0.9943,0.9943,0.0057,True
"The adapter , awarded with the `` Certified Integration for SAP -« ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",POSITIVE,POSITIVE,0.9895,0.9895,0.0105,True
The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,POSITIVE,POSITIVE,0.999,0.999,0.001,True
"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",POSITIVE,POSITIVE,0.9952,0.9952,0.0048,True
The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,NEGATIVE,NEGATIVE,0.9459,0.0541,0.9459,True
The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,POSITIVE,NEGATIVE,0.5259,0.4741,0.5259,False
"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .",POSITIVE,POSITIVE,0.9729,0.9729,0.0271,True
"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",POSITIVE,POSITIVE,0.9942,0.9942,0.0058,True
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",NEGATIVE,NEGATIVE,0.9972,0.0028,0.9972,True
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",POSITIVE,POSITIVE,0.7659,0.7659,0.2341,True
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",POSITIVE,POSITIVE,0.5164,0.5164,0.4836,True
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",POSITIVE,NEGATIVE,0.9813,0.0187,0.9813,False
Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,POSITIVE,POSITIVE,0.9993,0.9993,0.0007,True
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,POSITIVE,POSITIVE,0.9839,0.9839,0.0161,True
Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,POSITIVE,NEGATIVE,0.9654,0.0346,0.9654,False
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",POSITIVE,POSITIVE,0.9507,0.9507,0.0493,True
Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .,POSITIVE,NEGATIVE,0.9966,0.0034,0.9966,False
"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .",POSITIVE,POSITIVE,0.9372,0.9372,0.0628,True
This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,POSITIVE,POSITIVE,0.6165,0.6165,0.3835,True
"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",POSITIVE,POSITIVE,0.9634,0.9634,0.0366,True
"`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .",POSITIVE,NEGATIVE,0.992,0.008,0.992,False
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",POSITIVE,POSITIVE,0.9891,0.9891,0.0109,True
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",POSITIVE,POSITIVE,0.9752,0.9752,0.0248,True
"In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully renovated , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit .",POSITIVE,POSITIVE,0.8994,0.8994,0.1006,True
"So far , Mr. Galvan he has been able to avoid laying off workers .",POSITIVE,POSITIVE,0.9043,0.9043,0.0957,True
"`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .",NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
More than a third of the original participants dropped out due to nausea and other side effects .,NEGATIVE,NEGATIVE,0.9993,0.0007,0.9993,True
The StoneGate UTM solution offers protection against inbound and outbound attacks .,POSITIVE,NEGATIVE,0.9,0.1,0.9,False
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,NEGATIVE,NEGATIVE,0.9994,0.0006,0.9994,True
F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .,NEGATIVE,NEGATIVE,0.997,0.003,0.997,True
The completion of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that meets the EU standards .,POSITIVE,POSITIVE,0.999,0.999,0.001,True
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,NEGATIVE,NEGATIVE,0.9995,0.0005,0.9995,True
"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .",POSITIVE,POSITIVE,0.9995,0.9995,0.0005,True
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",NEGATIVE,NEGATIVE,0.9922,0.0078,0.9922,True
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,NEGATIVE,NEGATIVE,0.9938,0.0062,0.9938,True
"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",NEGATIVE,NEGATIVE,0.9973,0.0027,0.9973,True
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",POSITIVE,NEGATIVE,0.995,0.005,0.995,False
The layoffs were aimed at reaching an annual savings target of 1.5 billion euros $ 2 billion by the end of 2010 .,POSITIVE,NEGATIVE,0.9936,0.0064,0.9936,False
"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",POSITIVE,POSITIVE,0.5644,0.5644,0.4356,True
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",POSITIVE,NEGATIVE,0.8588,0.1412,0.8588,False
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",NEGATIVE,NEGATIVE,0.9958,0.0042,0.9958,True
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,NEGATIVE,POSITIVE,0.9038,0.9038,0.0962,False
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",POSITIVE,NEGATIVE,0.9587,0.0413,0.9587,False
"`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development .",POSITIVE,POSITIVE,0.96,0.96,0.04,True
A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,POSITIVE,POSITIVE,0.806,0.806,0.194,True
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",POSITIVE,POSITIVE,0.9555,0.9555,0.0445,True
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",POSITIVE,POSITIVE,0.999,0.999,0.001,True
Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,POSITIVE,POSITIVE,0.6182,0.6182,0.3818,True
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",POSITIVE,NEGATIVE,0.992,0.008,0.992,False
Both the net sales and operating profit were record high in the company 's history .,POSITIVE,POSITIVE,0.9997,0.9997,0.0003,True
"Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said .",POSITIVE,NEGATIVE,0.9989,0.0011,0.9989,False
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",POSITIVE,POSITIVE,0.9968,0.9968,0.0032,True
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",POSITIVE,NEGATIVE,0.9742,0.0258,0.9742,False
"Full-year net sales are expected to increase by approximately 10 % , the company said .",POSITIVE,POSITIVE,0.9806,0.9806,0.0194,True
"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .",POSITIVE,POSITIVE,0.9987,0.9987,0.0013,True
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",POSITIVE,NEGATIVE,0.9989,0.0011,0.9989,False
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",POSITIVE,NEGATIVE,0.701,0.299,0.701,False
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",POSITIVE,POSITIVE,0.9938,0.9938,0.0062,True
"Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor .",POSITIVE,NEGATIVE,0.974,0.026,0.974,False
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",POSITIVE,POSITIVE,0.9927,0.9927,0.0073,True
Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,POSITIVE,NEGATIVE,0.9995,0.0005,0.9995,False
Net sales revenue per passenger is expected to increase .,POSITIVE,POSITIVE,0.9981,0.9981,0.0019,True
Return on investment was 16.6 % compared to 15.8 % in 2004 .,POSITIVE,POSITIVE,0.9243,0.9243,0.0757,True
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,POSITIVE,NEGATIVE,0.8616,0.1384,0.8616,False
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,POSITIVE,NEGATIVE,0.9951,0.0049,0.9951,False
The insurer anticipates its share in Nordea 's net profit to be significant .,POSITIVE,POSITIVE,0.6221,0.6221,0.3779,True
"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",POSITIVE,NEGATIVE,0.9969,0.0031,0.9969,False
"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .",POSITIVE,POSITIVE,0.9992,0.9992,0.0008,True
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",POSITIVE,POSITIVE,0.9807,0.9807,0.0193,True
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",POSITIVE,NEGATIVE,0.975,0.025,0.975,False
"The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .",POSITIVE,POSITIVE,0.6208,0.6208,0.3792,True
"Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .",POSITIVE,NEGATIVE,0.8415,0.1585,0.8415,False
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",POSITIVE,POSITIVE,0.9751,0.9751,0.0249,True
Viking Line manages well with its current ferries .,POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,POSITIVE,NEGATIVE,0.5349,0.4651,0.5349,False
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,POSITIVE,POSITIVE,0.9903,0.9903,0.0097,True
"`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .",POSITIVE,POSITIVE,0.9985,0.9985,0.0015,True
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',POSITIVE,NEGATIVE,0.9199,0.0801,0.9199,False
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,POSITIVE,POSITIVE,0.6075,0.6075,0.3925,True
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",POSITIVE,POSITIVE,0.9924,0.9924,0.0076,True
Finnish Ahlstrom Corporation has ordered key production equipment for a new glass nonwovens production line at its Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group ) .,POSITIVE,NEGATIVE,0.9828,0.0172,0.9828,False
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,POSITIVE,POSITIVE,0.9743,0.9743,0.0257,True
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,POSITIVE,POSITIVE,0.9989,0.9989,0.0011,True
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",POSITIVE,NEGATIVE,0.9465,0.0535,0.9465,False
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",POSITIVE,POSITIVE,0.9993,0.9993,0.0007,True
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",POSITIVE,POSITIVE,0.9974,0.9974,0.0026,True
Acquisitions have been made and businesses have been well integrated .,POSITIVE,POSITIVE,0.9999,0.9999,0.0001,True
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,POSITIVE,POSITIVE,0.6363,0.6363,0.3637,True
"Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .",POSITIVE,NEGATIVE,0.6755,0.3245,0.6755,False
Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,POSITIVE,POSITIVE,0.9997,0.9997,0.0003,True
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",POSITIVE,NEGATIVE,0.7353,0.2647,0.7353,False
Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,POSITIVE,POSITIVE,0.9525,0.9525,0.0475,True
Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,POSITIVE,NEGATIVE,0.999,0.001,0.999,False
Efficiency programs totalling 100 million euros are under way in Finnair .,POSITIVE,POSITIVE,0.9788,0.9788,0.0212,True
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,POSITIVE,POSITIVE,0.8521,0.8521,0.1479,True
European traffic grew nearly 30 % .,POSITIVE,POSITIVE,0.9968,0.9968,0.0032,True
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,POSITIVE,NEGATIVE,0.5886,0.4114,0.5886,False
"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",POSITIVE,POSITIVE,0.9856,0.9856,0.0144,True
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",POSITIVE,POSITIVE,0.9551,0.9551,0.0449,True
"Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+¬maco Borba mill in the Brazilian state of Paran+í .",POSITIVE,NEGATIVE,0.9845,0.0155,0.9845,False
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",POSITIVE,NEGATIVE,0.9958,0.0042,0.9958,False
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+®cs , where the company has two plants .",POSITIVE,POSITIVE,0.9723,0.9723,0.0277,True
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",POSITIVE,NEGATIVE,0.9543,0.0457,0.9543,False
"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",POSITIVE,POSITIVE,0.9958,0.9958,0.0042,True
"However , he expects banks to provide alternative financing .",POSITIVE,NEGATIVE,0.9982,0.0018,0.9982,False
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",POSITIVE,POSITIVE,0.9938,0.9938,0.0062,True
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",POSITIVE,NEGATIVE,0.7348,0.2652,0.7348,False
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",POSITIVE,POSITIVE,0.9985,0.9985,0.0015,True
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,POSITIVE,NEGATIVE,0.9897,0.0103,0.9897,False
"In the end of 2006 , the number of outlets will rise to 60-70 .",POSITIVE,POSITIVE,0.9783,0.9783,0.0217,True
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",POSITIVE,NEGATIVE,0.9797,0.0203,0.9797,False
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,POSITIVE,POSITIVE,0.7584,0.7584,0.2416,True
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,POSITIVE,NEGATIVE,0.997,0.003,0.997,False
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,POSITIVE,NEGATIVE,0.9667,0.0333,0.9667,False
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,POSITIVE,NEGATIVE,0.9947,0.0053,0.9947,False
It is in line with its plans to focus on selected growth segments and streamline corporate structure .,POSITIVE,POSITIVE,0.9986,0.9986,0.0014,True
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",POSITIVE,POSITIVE,0.9728,0.9728,0.0272,True
It will also strengthen Ruukki 's offshore business .,POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,POSITIVE,POSITIVE,0.997,0.997,0.003,True
"Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device .",POSITIVE,NEGATIVE,0.8912,0.1088,0.8912,False
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",POSITIVE,NEGATIVE,0.5756,0.4244,0.5756,False
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .",POSITIVE,POSITIVE,0.9994,0.9994,0.0006,True
"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",POSITIVE,POSITIVE,0.8089,0.8089,0.1911,True
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",POSITIVE,POSITIVE,0.9951,0.9951,0.0049,True
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",POSITIVE,NEGATIVE,0.8647,0.1353,0.8647,False
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",POSITIVE,POSITIVE,0.991,0.991,0.009,True
Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,POSITIVE,NEGATIVE,0.8006,0.1994,0.8006,False
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,POSITIVE,NEGATIVE,0.5296,0.4704,0.5296,False
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",POSITIVE,POSITIVE,0.9973,0.9973,0.0027,True
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",POSITIVE,NEGATIVE,0.9753,0.0247,0.9753,False
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",POSITIVE,NEGATIVE,0.9701,0.0299,0.9701,False
Net profit was 35.5 mln compared with 29.8 mln .,POSITIVE,NEGATIVE,0.9798,0.0202,0.9798,False
Net sales in 2007 are expected to be 10 % up on 2006 .,POSITIVE,POSITIVE,0.9448,0.9448,0.0552,True
"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",POSITIVE,POSITIVE,0.887,0.887,0.113,True
