row_id,text,true_label,predicted_label,positive_probability,negative_probability,correct
1649,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,NEGATIVE,NEGATIVE,0.3576,0.6424,True
1598,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",NEGATIVE,NEGATIVE,0.3439,0.6561,True
1637,The recent troubles simply make NETeller cheaper .,NEGATIVE,POSITIVE,0.5017,0.4983,False
704,"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .",POSITIVE,POSITIVE,0.6896,0.3104,True
1239,"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",POSITIVE,POSITIVE,0.6896,0.3104,True
1731,Small investors have voiced fears that the shares will end up with risk investors .,NEGATIVE,POSITIVE,0.5952,0.4048,False
1257,"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",POSITIVE,NEGATIVE,0.495,0.505,False
377,"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",POSITIVE,POSITIVE,0.8099,0.1901,True
1212,The company also expects to sell its products in other Russian region .,POSITIVE,POSITIVE,0.7546,0.2454,True
63,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,POSITIVE,POSITIVE,0.7765,0.2235,True
1216,The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,POSITIVE,POSITIVE,0.5204,0.4796,True
1773,"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",NEGATIVE,NEGATIVE,0.2042,0.7958,True
1189,"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",POSITIVE,NEGATIVE,0.2248,0.7752,False
350,The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,POSITIVE,POSITIVE,0.6699,0.3301,True
236,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,POSITIVE,POSITIVE,0.7357,0.2643,True
773,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",POSITIVE,POSITIVE,0.5759,0.4241,True
1382,"In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur .",POSITIVE,POSITIVE,0.5693,0.4307,True
1561,"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",NEGATIVE,POSITIVE,0.5376,0.4624,False
1043,This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .,POSITIVE,POSITIVE,0.6846,0.3154,True
103,Sanoma Magazines ' net sales are estimated to grow in 2006 .,POSITIVE,POSITIVE,0.689,0.311,True
1380,"In addition , the company will reduce a maximum of ten jobs .",NEGATIVE,POSITIVE,0.5165,0.4835,False
1883,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,NEGATIVE,NEGATIVE,0.3828,0.6172,True
1811,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",NEGATIVE,NEGATIVE,0.1264,0.8736,True
1791,"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",NEGATIVE,NEGATIVE,0.2191,0.7809,True
900,"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",POSITIVE,POSITIVE,0.7219,0.2781,True
977,A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .,POSITIVE,POSITIVE,0.6768,0.3232,True
1006,HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,POSITIVE,POSITIVE,0.8113,0.1887,True
1814,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",NEGATIVE,NEGATIVE,0.393,0.607,True
281,"With the acquisition , the company will expand its offering to North , Central and South America , it said .",POSITIVE,POSITIVE,0.8222,0.1778,True
1459,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,NEGATIVE,NEGATIVE,0.3821,0.6179,True
1102,Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,POSITIVE,POSITIVE,0.6815,0.3185,True
1099,A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,POSITIVE,POSITIVE,0.5632,0.4368,True
1264,"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",POSITIVE,NEGATIVE,0.4405,0.5595,False
557,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",POSITIVE,POSITIVE,0.6519,0.3481,True
29,"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",POSITIVE,POSITIVE,0.6555,0.3445,True
1144,Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,POSITIVE,POSITIVE,0.7838,0.2162,True
1492,This transaction will also rationalize our pulp and paper industry related solutions .,POSITIVE,POSITIVE,0.7471,0.2529,True
217,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,POSITIVE,POSITIVE,0.7477,0.2523,True
763,Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,POSITIVE,POSITIVE,0.6858,0.3142,True
1317,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",NEGATIVE,NEGATIVE,0.1647,0.8353,True
1524,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",NEGATIVE,NEGATIVE,0.2294,0.7706,True
1148,Efficiency programs totalling 100 million euros are under way in Finnair .,POSITIVE,POSITIVE,0.6017,0.3983,True
86,"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",POSITIVE,POSITIVE,0.7667,0.2333,True
1840,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,NEGATIVE,NEGATIVE,0.212,0.788,True
1832,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,NEGATIVE,NEGATIVE,0.248,0.752,True
852,"According to the company , staff will be laid off temporarily when necessary .",NEGATIVE,NEGATIVE,0.2746,0.7254,True
746,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",POSITIVE,POSITIVE,0.6062,0.3938,True
879,"Overall , 50 percent of respondents were confident about their security when banking online .",POSITIVE,POSITIVE,0.5931,0.4069,True
1278,"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",POSITIVE,POSITIVE,0.7242,0.2758,True
