text,true_label
"`` Following last year 's good profit development , we have entered the current year in a good position .",POSITIVE
"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .",POSITIVE
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",POSITIVE
"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .",POSITIVE
It will focus on improving its profitability next year by streamlining operations .,POSITIVE
"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",POSITIVE
Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .,POSITIVE
The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,POSITIVE
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,POSITIVE
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",POSITIVE
"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .",POSITIVE
"The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .",POSITIVE
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",POSITIVE
Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .,POSITIVE
"With the measures , Suominen Corporation aims to ensure the competitiveness of the Flexible Packaging business in the long term .",POSITIVE
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,POSITIVE
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",POSITIVE
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",POSITIVE
`` Our design team has long admired Marimekko 's vivid patterns and colors .,POSITIVE
"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",POSITIVE
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',POSITIVE
"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",POSITIVE
"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",POSITIVE
A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .,POSITIVE
"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",POSITIVE
"At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .",POSITIVE
"By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company .",POSITIVE
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,POSITIVE
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",POSITIVE
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",POSITIVE
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,POSITIVE
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",POSITIVE
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",POSITIVE
President and CEO Mika Vehvil+ñinen says the positive signs are first and foremost emerging outside Finland .,POSITIVE
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,POSITIVE
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,POSITIVE
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",POSITIVE
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",POSITIVE
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,POSITIVE
The new policy was also aimed at making the companies more profitable and competitive .,POSITIVE
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,POSITIVE
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",POSITIVE
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",POSITIVE
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",POSITIVE
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",POSITIVE
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",POSITIVE
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,POSITIVE
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,POSITIVE
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,POSITIVE
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",POSITIVE
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",POSITIVE
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",POSITIVE
HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,POSITIVE
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,POSITIVE
"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",POSITIVE
"However , the bottom-line result improved thanks to positive financial items .",POSITIVE
"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",POSITIVE
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",POSITIVE
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",POSITIVE
Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .,POSITIVE
"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",POSITIVE
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",POSITIVE
The policy was also aimed at making the companies more profitable and competitive .,POSITIVE
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",POSITIVE
"We are very pleased with the fine co-operation between the two countries in recent times , he said .",POSITIVE
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",POSITIVE
"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",POSITIVE
"According to Bosse , the present cooperation is beneficial to all parties , however .",POSITIVE
`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .,POSITIVE
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,NEGATIVE
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",POSITIVE
One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .,POSITIVE
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,POSITIVE
"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",POSITIVE
- I am pleased that Bjorn Wahlroos has accepted the nomination .,POSITIVE
"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",POSITIVE
"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .",POSITIVE
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,POSITIVE
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,POSITIVE
"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",POSITIVE
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,POSITIVE
"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .",POSITIVE
"I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen .",POSITIVE
"It combines a perfect price performance with sophisticated management facilities , the company said .",POSITIVE
"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization .",POSITIVE
"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .",POSITIVE
Poyry has a good track record of major transportation projects in Latin America .,POSITIVE
"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",POSITIVE
"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",POSITIVE
This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .,POSITIVE
TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .,POSITIVE
"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",POSITIVE
"`` It gives us a sense of pride and exposure , '' said Bruce Hansen , the SVH sales representative for Wolverine .",POSITIVE
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",POSITIVE
"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",POSITIVE
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",POSITIVE
`` We are pleased to welcome Tapeks Noma into Cramo group .,POSITIVE
CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,POSITIVE
"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",POSITIVE
"The adapter , awarded with the `` Certified Integration for SAP -« ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",POSITIVE
The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,POSITIVE
"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",POSITIVE
The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,POSITIVE
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,NEGATIVE
The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,POSITIVE
"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .",POSITIVE
"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",POSITIVE
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",NEGATIVE
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",NEGATIVE
"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",POSITIVE
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",POSITIVE
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",POSITIVE
Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,POSITIVE
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,POSITIVE
Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,POSITIVE
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",POSITIVE
Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .,POSITIVE
"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .",POSITIVE
This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,POSITIVE
"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",POSITIVE
"`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .",POSITIVE
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",POSITIVE
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",POSITIVE
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",POSITIVE
"In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully renovated , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit .",POSITIVE
"So far , Mr. Galvan he has been able to avoid laying off workers .",POSITIVE
"`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .",NEGATIVE
More than a third of the original participants dropped out due to nausea and other side effects .,NEGATIVE
The StoneGate UTM solution offers protection against inbound and outbound attacks .,POSITIVE
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,NEGATIVE
F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .,NEGATIVE
The completion of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that meets the EU standards .,POSITIVE
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,NEGATIVE
"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .",POSITIVE
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",NEGATIVE
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,NEGATIVE
"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",NEGATIVE
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",POSITIVE
The layoffs were aimed at reaching an annual savings target of 1.5 billion euros $ 2 billion by the end of 2010 .,POSITIVE
"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",POSITIVE
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",POSITIVE
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",NEGATIVE
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,NEGATIVE
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",POSITIVE
"`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development .",POSITIVE
A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,POSITIVE
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",POSITIVE
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",POSITIVE
Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,POSITIVE
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",POSITIVE
Both the net sales and operating profit were record high in the company 's history .,POSITIVE
"Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said .",POSITIVE
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",POSITIVE
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",POSITIVE
"Full-year net sales are expected to increase by approximately 10 % , the company said .",POSITIVE
"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .",POSITIVE
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",POSITIVE
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",POSITIVE
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",POSITIVE
"Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor .",POSITIVE
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",POSITIVE
Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,POSITIVE
Net sales revenue per passenger is expected to increase .,POSITIVE
Return on investment was 16.6 % compared to 15.8 % in 2004 .,POSITIVE
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,POSITIVE
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,POSITIVE
The insurer anticipates its share in Nordea 's net profit to be significant .,POSITIVE
"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",POSITIVE
"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .",POSITIVE
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",POSITIVE
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",POSITIVE
"The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .",POSITIVE
"Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .",POSITIVE
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",POSITIVE
Viking Line manages well with its current ferries .,POSITIVE
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,POSITIVE
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,POSITIVE
"`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .",POSITIVE
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',POSITIVE
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,POSITIVE
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",POSITIVE
Finnish Ahlstrom Corporation has ordered key production equipment for a new glass nonwovens production line at its Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group ) .,POSITIVE
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,POSITIVE
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,POSITIVE
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",POSITIVE
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",POSITIVE
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",POSITIVE
Acquisitions have been made and businesses have been well integrated .,POSITIVE
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,POSITIVE
"Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .",POSITIVE
Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,POSITIVE
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",POSITIVE
Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,POSITIVE
Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,POSITIVE
Efficiency programs totalling 100 million euros are under way in Finnair .,POSITIVE
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,POSITIVE
European traffic grew nearly 30 % .,POSITIVE
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,POSITIVE
"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",POSITIVE
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",POSITIVE
"Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+¬maco Borba mill in the Brazilian state of Paran+í .",POSITIVE
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",POSITIVE
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+®cs , where the company has two plants .",POSITIVE
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",POSITIVE
"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",POSITIVE
"However , he expects banks to provide alternative financing .",POSITIVE
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",POSITIVE
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",POSITIVE
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",POSITIVE
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,POSITIVE
"In the end of 2006 , the number of outlets will rise to 60-70 .",POSITIVE
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",POSITIVE
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,POSITIVE
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,POSITIVE
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,POSITIVE
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,POSITIVE
It is in line with its plans to focus on selected growth segments and streamline corporate structure .,POSITIVE
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",POSITIVE
It will also strengthen Ruukki 's offshore business .,POSITIVE
It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,POSITIVE
"Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device .",POSITIVE
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",POSITIVE
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .",POSITIVE
"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",POSITIVE
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",POSITIVE
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",POSITIVE
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",POSITIVE
Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,POSITIVE
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,POSITIVE
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",POSITIVE
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",POSITIVE
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",POSITIVE
